Zipcode,Lat,Lng,City,EstimatedPopulation
8733,40.01,-74.32,"Lakehurst, NJ",2437
8733,40.01,-74.32,"Lakehurst Nae, NJ",2437
8733,40.01,-74.32,"Lakehurst Naec, NJ",2437
8733,40.01,-74.32,"Manchester, NJ",2437
8733,40.01,-74.32,"Manchester Township, NJ",2437
8733,40.01,-74.32,"Manchester Twp, NJ",2437
8759,39.93,-74.39,"Manchester Township, NJ",27892
8759,39.93,-74.39,"Lakehurst, NJ",27892
8759,39.93,-74.39,"Manchester, NJ",27892
8759,39.93,-74.39,"Manchester Tw, NJ",27892
8759,39.93,-74.39,"Whiting, NJ",27892
8701,40.09,-74.21,"Lakewood, NJ",52778
8530,40.36,-74.94,"Lambertville, NJ",6511
8530,40.36,-74.94,"West Amwell, NJ",6511
8326,39.52,-74.93,"Landisville, NJ",1399
8734,39.86,-74.16,"Lanoka Harbor, NJ",6888
8734,39.86,-74.16,"Lacey Township, NJ",6888
8735,39.96,-74.06,"Lavallette, NJ",2840
8045,39.86,-75.03,"Lawnside, NJ",2342
8220,39.49,-74.43,"Leeds Point, NJ",
8327,39.23,-75,"Leesburg, NJ",695
7737,40.41,-74.06,"Leonardo, NJ",3808
7738,40.34,-74.12,"Lincroft, NJ",5508
8221,39.34,-74.57,"Linwood, NJ",6768
7739,40.33,-74.03,"Little Silver, NJ",5587
7739,40.33,-74.03,"Little Silver Point, NJ",5587
7740,40.29,-73.98,"Long Branch, NJ",20885
7740,40.29,-73.98,"Elberon, NJ",20885
7740,40.29,-73.98,"West End, NJ",20885
8048,39.96,-74.8,"Lumberton, NJ",10599
8048,39.96,-74.8,"Lumberton Township, NJ",10599
8048,39.96,-74.8,"Lumberton Twp, NJ",10599
8049,39.85,-75.03,"Magnolia, NJ",4500
8328,39.57,-75.06,"Malaga, NJ",1263
8050,39.69,-74.25,"Manahawkin, NJ",20931
8050,39.69,-74.25,"Stafford Township, NJ",20931
8050,39.69,-74.25,"Stafford Twp, NJ",20931
8050,39.69,-74.25,"Beach Haven West, NJ",20931
8050,39.69,-74.25,"Cedar Bonnet Island, NJ",20931
8736,40.11,-74.03,"Manasquan, NJ",11328
8736,40.11,-74.03,"Wall, NJ",11328
8736,40.11,-74.03,"Wall Township, NJ",11328
8736,40.11,-74.03,"Wall Twp, NJ",11328
8738,40.04,-74.04,"Mantoloking, NJ",831
8051,39.78,-75.17,"Mantua, NJ",9204
8051,39.78,-75.17,"West Deptford, NJ",9204
8051,39.78,-75.17,"Mantua Heights, NJ",9204
8052,39.95,-74.99,"Maple Shade, NJ",15607
7746,40.31,-74.25,"Marlboro, NJ",17313
7746,40.31,-74.25,"Bradevelt, NJ",17313
8053,39.9,-74.92,"Marlton, NJ",40939
8053,39.9,-74.92,"Evesham, NJ",40939
8053,39.9,-74.92,"Evesboro, NJ",40939
8053,39.9,-74.92,"Evesham Twp, NJ",40939
8053,39.9,-74.92,"Kresson, NJ",40939
8053,39.9,-74.92,"Marlton Lakes, NJ",40939
8053,39.9,-74.92,"North Marlton, NJ",40939
8053,39.9,-74.92,"Pine Grove, NJ",40939
8223,39.26,-74.66,"Marmora, NJ",3924
8223,39.26,-74.66,"Beesleys Point, NJ",3924
8223,39.26,-74.66,"Palermo, NJ",3924
7747,40.41,-74.23,"Matawan, NJ",26986
7747,40.41,-74.23,"Aberdeen, NJ",26986
7747,40.41,-74.23,"Strathmore, NJ",26986
8329,39.26,-74.97,"Mauricetown, NJ",
8330,39.45,-74.72,"Mays Landing, NJ",23573
8330,39.45,-74.72,"Belcoville, NJ",23573
8330,39.45,-74.72,"English Creek, NJ",23573
8330,39.45,-74.72,"Scullville, NJ",23573
8330,39.45,-74.72,"Weymouth, NJ",23573
8055,39.86,-74.82,"Medford, NJ",24851
8055,39.86,-74.82,"Medford Lakes, NJ",24851
8055,39.86,-74.82,"Medford Lakes Boro, NJ",24851
8055,39.86,-74.82,"Medford Township, NJ",24851
8056,39.78,-75.25,"Mickleton, NJ",4070
7748,40.39,-74.11,"Middletown, NJ",25426
7748,40.39,-74.11,"N Middletown, NJ",25426
7748,40.39,-74.11,"New Monmouth, NJ",25426
7748,40.39,-74.11,"North Middletown, NJ",25426
8332,39.39,-75.05,"Millville, NJ",29211
8332,39.39,-75.05,"Carmel, NJ",29211
8332,39.39,-75.05,"Laurel Lake, NJ",29211
8340,39.44,-74.86,"Milmay, NJ",794
8341,39.51,-74.94,"Minotola, NJ",1436
8342,39.46,-74.72,"Mizpah, NJ",
7750,40.33,-73.98,"Monmouth Beach, NJ",3013
7750,40.33,-73.98,"Monmouth Bch, NJ",3013
8343,39.64,-75.16,"Monroeville, NJ",4132
8057,39.97,-74.94,"Moorestown, NJ",18385
8057,39.97,-74.94,"Lenola, NJ",18385
7751,40.36,-74.25,"Morganville, NJ",18058
8059,39.88,-75.09,"Mount Ephraim, NJ",4835
8059,39.88,-75.09,"W Colls Hgts, NJ",4835
8059,39.88,-75.09,"West Collingswood Heights, NJ",4835
8060,39.99,-74.78,"Mount Holly, NJ",21570
8060,39.99,-74.78,"Eastamptn Twp, NJ",21570
8060,39.99,-74.78,"Eastampton, NJ",21570
8060,39.99,-74.78,"Eastampton Township, NJ",21570
8060,39.99,-74.78,"Westampton, NJ",21570
8060,39.99,-74.78,"Mount Holly Township, NJ",21570
8060,39.99,-74.78,"Westampton Township, NJ",21570
8054,39.94,-74.9,"Mount Laurel, NJ",38300
8054,39.94,-74.9,"Masonville, NJ",38300
8054,39.94,-74.9,"Mount Laurel Township, NJ",38300
8054,39.94,-74.9,"Rancocas Woods, NJ",38300
8061,39.81,-75.2,"Mount Royal, NJ",2344
8062,39.73,-75.22,"Mullica Hill, NJ",13484
8062,39.73,-75.22,"S Harrisn Twp, NJ",13484
8062,39.73,-75.22,"South Harrison Township, NJ",13484
8062,39.73,-75.22,"Harrison Township, NJ",13484
8062,39.73,-75.22,"S Harrison Twp, NJ",13484
8063,39.86,-75.18,"National Park, NJ",2747
8063,39.86,-75.18,"West Deptford, NJ",2747
7752,40.39,-74.11,"Navesink, NJ",
7753,40.21,-74.08,"Neptune, NJ",30970
7753,40.21,-74.08,"Neptune City, NJ",30970
7753,40.21,-74.08,"Tinton Falls, NJ",30970
7753,40.21,-74.08,"Wall Township, NJ",30970
7753,40.21,-74.08,"Shark River Hills, NJ",30970
7753,40.21,-74.08,"Wall, NJ",30970
7754,40.21,-74.08,"Neptune, NJ",460
8533,40.06,-74.53,"New Egypt, NJ",6225
8533,40.06,-74.53,"Plumsted, NJ",6225
8533,40.06,-74.53,"Plumsted Township, NJ",6225
8533,40.06,-74.53,"Plumsted Twp, NJ",6225
8344,39.54,-75.01,"Newfield, NJ",5101
8344,39.54,-75.01,"Willow Grove, NJ",5101
8224,39.71,-74.52,"New Gretna, NJ",606
8064,39.92,-74.53,"New Lisbon, NJ",
8345,39.28,-75.16,"Newport, NJ",646
8345,39.28,-75.16,"Gandys Beach, NJ",646
8346,39.56,-74.85,"Newtonville, NJ",717
8347,39.54,-75.13,"Norma, NJ",
8739,40,-74.06,"Normandy Beach, NJ",478
8739,40,-74.06,"Normandy Bch, NJ",478
8225,39.37,-74.55,"Northfield, NJ",7758
7755,40.26,-74.02,"Oakhurst, NJ",6022
7755,40.26,-74.02,"Elberon Park, NJ",6022
8226,39.26,-74.6,"Ocean City, NJ",10270
8740,39.92,-74.13,"Ocean Gate, NJ",1669
7756,40.21,-74,"Ocean Grove, NJ",2503
7757,40.31,-74.02,"Oceanport, NJ",5116
7757,40.31,-74.02,"Monmouth Park, NJ",5116
7757,40.31,-74.02,"Port-au-peck, NJ",5116
7757,40.31,-74.02,"Sands Point, NJ",5116
8230,39.2,-74.71,"Ocean View, NJ",5385
8230,39.2,-74.71,"Palermo, NJ",5385
8230,39.2,-74.71,"Seaville, NJ",5385
8231,39.48,-74.47,"Oceanville, NJ",
8065,40,-75.03,"Palmyra, NJ",6356
8066,39.83,-75.24,"Paulsboro, NJ",6356
8066,39.83,-75.24,"West Deptford, NJ",6356
8066,39.83,-75.24,"Billingsport, NJ",6356
8067,39.73,-75.4,"Pedricktown, NJ",1451
8068,39.97,-74.68,"Pemberton, NJ",5490
8534,40.32,-74.79,"Pennington, NJ",11939
8069,39.72,-75.46,"Penns Grove, NJ",10482
8069,39.72,-75.46,"Carneys Point, NJ",10482
8069,39.72,-75.46,"Carneys Point Township, NJ",10482
8070,39.65,-75.51,"Pennsville, NJ",11154
8535,40.21,-74.44,"Millstone Township, NJ",4550
8535,40.21,-74.44,"Millstone Twp, NJ",4550
8535,40.21,-74.44,"Perrineville, NJ",4550
8535,40.21,-74.44,"Millstone, NJ",4550
8741,39.93,-74.17,"Pine Beach, NJ",2458
8071,39.73,-75.13,"Pitman, NJ",8346
8536,40.33,-74.58,"Plainsboro, NJ",17344
8232,39.39,-74.51,"Pleasantville, NJ",16127
8232,39.39,-74.51,"Mckee City, NJ",16127
8232,39.39,-74.51,"Bargaintown, NJ",16127
8232,39.39,-74.51,"Egg Harbor Township, NJ",16127
8232,39.39,-74.51,"Egg Harbor Twp, NJ",16127
8232,39.39,-74.51,"Egg Hbr Twp, NJ",16127
8232,39.39,-74.51,"Farmington, NJ",16127
8232,39.39,-74.51,"West Atlantic City, NJ",16127
8234,39.41,-74.58,"Egg Harbor Township, NJ",37623
8234,39.41,-74.58,"Egg Harbor Twp, NJ",37623
8234,39.41,-74.58,"Egg Hbr Twp, NJ",37623
8234,39.41,-74.58,"Bargaintown, NJ",37623
8234,39.41,-74.58,"Mckee City, NJ",37623
8234,39.41,-74.58,"Pleasantville, NJ",37623
8234,39.41,-74.58,"Steelmanville, NJ",37623
8742,40.09,-74.04,"Point Pleasant Beach, NJ",22127
8742,40.09,-74.04,"Bay Head, NJ",22127
8742,40.09,-74.04,"Point Pleasant Boro, NJ",22127
8742,40.09,-74.04,"Pt Pleas Bch, NJ",22127
8742,40.09,-74.04,"Pt Pleasant, NJ",22127
8742,40.09,-74.04,"Pt Pleasant B, NJ",22127
8742,40.09,-74.04,"Pt Pleasant Beach, NJ",22127
8742,40.09,-74.04,"Point Pleasant, NJ",22127
8240,39.46,-74.55,"Pomona, NJ",707
8348,39.39,-74.88,"Port Elizabeth, NJ",
8348,39.39,-74.88,"Prt Elizabeth, NJ",
7758,40.43,-74.09,"Port Monmouth, NJ",4455
7758,40.43,-74.09,"Cedar Beach, NJ",4455
8349,39.24,-75.04,"Port Norris, NJ",1575
8349,39.24,-75.04,"Bivalve, NJ",1575
8241,39.53,-74.48,"Port Republic, NJ",1125
8540,40.35,-74.65,"Princeton, NJ",38222
8540,40.35,-74.65,"Princeton Township, NJ",38222
8540,40.35,-74.65,"Princeton Twp, NJ",38222
8541,40.35,-74.65,"Princeton, NJ",
8541,40.35,-74.65,"Educational Testing Service, NJ",
8542,40.35,-74.65,"Princeton, NJ",2592
8543,40.35,-74.65,"Princeton, NJ",
8544,40.35,-74.65,"Princeton, NJ",940
8544,40.35,-74.65,"Princeton University, NJ",940
8550,40.32,-74.62,"Princeton Junction, NJ",18383
8550,40.32,-74.62,"Princeton Jct, NJ",18383
8550,40.32,-74.62,"West Windsor, NJ",18383
8550,40.32,-74.62,"W Windsor, NJ",18383
8550,40.32,-74.62,"W Windsor Township, NJ",18383
8550,40.32,-74.62,"West Win Tow, NJ",18383
8072,39.52,-75.38,"Quinton, NJ",
8073,40.02,-74.88,"Rancocas, NJ",
7701,40.34,-74.06,"Red Bank, NJ",19393
7701,40.34,-74.06,"Tinton Falls, NJ",19393
7701,40.34,-74.06,"Westboro, NJ",19393
7702,40.32,-74.05,"Shrewsbury, NJ",3546
7702,40.32,-74.05,"Red Bank, NJ",3546
7703,40.31,-74.03,"Fort Monmouth, NJ",664
7703,40.31,-74.03,"Red Bank, NJ",664
7704,40.36,-74.03,"Fair Haven, NJ",5437
7704,40.36,-74.03,"Red Bank, NJ",5437
7709,40.23,-74,"Red Bank, NJ",
7709,40.23,-74,"Jersey Central Power Light, NJ",
8350,39.48,-74.87,"Richland, NJ",690
8074,39.71,-75.23,"Richwood, NJ",
8551,40.44,-74.82,"Ringoes, NJ",5321
8551,40.44,-74.82,"East Amwell, NJ",5321
8551,40.44,-74.82,"East Amwell Township, NJ",5321
8551,40.44,-74.82,"East Amwell Twp, NJ",5321
8242,39.02,-74.87,"Rio Grande, NJ",2795
8075,40.03,-74.95,"Riverside, NJ",24711
8075,40.03,-74.95,"Delanco, NJ",24711
8075,40.03,-74.95,"Delran, NJ",24711
8075,40.03,-74.95,"Bridgeboro, NJ",24711
8075,40.03,-74.95,"Delanco Township, NJ",24711
8075,40.03,-74.95,"Delran Township, NJ",24711
8075,40.03,-74.95,"North Delran, NJ",24711
8076,40.01,-75.01,"Riverton, NJ",
8077,40.01,-75.01,"Riverton, NJ",16482
8077,40.01,-75.01,"Cinnaminson, NJ",16482
8077,40.01,-75.01,"Cinnaminson Township, NJ",16482
8553,40.4,-74.63,"Rocky Hill, NJ",654
8554,40.11,-74.77,"Roebling, NJ",3341
8555,40.22,-74.47,"Roosevelt, NJ",796
8556,40.42,-74.99,"Rosemont, NJ",
8352,39.47,-75.13,"Rosenhayn, NJ",959
7760,40.36,-74,"Rumson, NJ",8555
7760,40.36,-74,"Locust, NJ",8555
7760,40.36,-74,"Sea Bright, NJ",8555
8078,39.85,-75.07,"Runnemede, NJ",7017
8079,39.56,-75.47,"Salem, NJ",8679
8079,39.56,-75.47,"Mannington, NJ",8679
8079,39.56,-75.47,"Mannington Township, NJ",8679
8750,40.12,-74.03,"Sea Girt, NJ",3480
8750,40.12,-74.03,"Wall, NJ",3480
8750,40.12,-74.03,"Wall Township, NJ",3480
8750,40.12,-74.03,"Wall Twp, NJ",3480
8243,39.15,-74.69,"Sea Isle City, NJ",2047
8243,39.15,-74.69,"Townsend Inlt, NJ",2047
8243,39.15,-74.69,"Townsends Inlet, NJ",2047
8751,39.94,-74.07,"Seaside Heights, NJ",3094
8751,39.94,-74.07,"Seaside Hgts, NJ",3094
8751,39.94,-74.07,"Ortley Beach, NJ",3094
8751,39.94,-74.07,"Pelican Island, NJ",3094
8752,39.79,-74.09,"Seaside Park, NJ",1913
8752,39.79,-74.09,"S Seaside Pk, NJ",1913
8752,39.79,-74.09,"South Seaside Park, NJ",1913
8557,40.45,-74.94,"Sergeantsville, NJ",
8557,40.45,-74.94,"Sergeantsvlle, NJ",
8080,39.75,-75.09,"Sewell, NJ",33729
8080,39.75,-75.09,"Barnsboro, NJ",33729
8080,39.75,-75.09,"Cross Keys, NJ",33729
8080,39.75,-75.09,"Hurffville, NJ",33729
8353,39.45,-75.29,"Shiloh, NJ",593
8081,39.73,-74.98,"Sicklerville, NJ",41753
8081,39.73,-74.98,"Erial, NJ",41753
8558,40.41,-74.7,"Skillman, NJ",6048
8558,40.41,-74.7,"Montgomery, NJ",6048
8083,39.84,-75.02,"Somerdale, NJ",8321
8083,39.84,-75.02,"Hi Nella, NJ",8321
8244,39.31,-74.6,"Somers Point, NJ",9358
8245,39.17,-74.82,"South Dennis, NJ",
8031,39.86,-75.09,"Bellmawr, NJ",9879
8031,39.86,-75.09,"Gloucester, NJ",9879
8031,39.86,-75.09,"Gloucester City, NJ",9879
8031,39.86,-75.09,"Gloucstr City, NJ",9879
8099,39.86,-75.09,"Bellmawr, NJ",
8246,39.17,-74.77,"South Seaville, NJ",
8246,39.17,-74.77,"S Seaville, NJ",
7762,40.15,-74.02,"Spring Lake, NJ",7512
7762,40.15,-74.02,"Spring Heights, NJ",7512
7762,40.15,-74.02,"Spring Lake Heights, NJ",7512
7762,40.15,-74.02,"Wall, NJ",7512
7762,40.15,-74.02,"Wall Township, NJ",7512
7762,40.15,-74.02,"Wall Twp, NJ",7512
8559,40.4,-74.97,"Stockton, NJ",4355
8247,39.04,-74.76,"Stone Harbor, NJ",915
8084,39.82,-75.01,"Stratford, NJ",6077
8248,39.19,-74.66,"Strathmere, NJ",
8085,39.74,-75.31,"Swedesboro, NJ",15563
8085,39.74,-75.31,"Logan Township, NJ",15563
8085,39.74,-75.31,"Logan Twp, NJ",15563
8085,39.74,-75.31,"Woolwich Township, NJ",15563
8085,39.74,-75.31,"Woolwich Twp, NJ",15563
8085,39.74,-75.31,"Auburn, NJ",15563
8085,39.74,-75.31,"Logan, NJ",15563
8085,39.74,-75.31,"Woolwich, NJ",15563
7763,40.29,-74.36,"Tennent, NJ",
8086,39.85,-75.18,"Thorofare, NJ",7031
8086,39.85,-75.18,"West Deptford, NJ",7031
8560,40.31,-74.86,"Titusville, NJ",3249
8560,40.31,-74.86,"Ewing, NJ",3249
8753,39.95,-74.18,"Toms River, NJ",55159
8753,39.95,-74.18,"Berkeley, NJ",55159
8753,39.95,-74.18,"Dover Township, NJ",55159
8753,39.95,-74.18,"Dover Twp, NJ",55159
8754,39.95,-74.18,"Toms River, NJ",640
8755,39.95,-74.18,"Toms River, NJ",21432
8756,39.95,-74.18,"Toms River, NJ",
8757,39.95,-74.18,"Toms River, NJ",26967
8757,39.95,-74.18,"Berkeley, NJ",26967
8757,39.95,-74.18,"Berkeley Township, NJ",26967
8757,39.95,-74.18,"Berkeley Twp, NJ",26967
8757,39.95,-74.18,"S Toms River, NJ",26967
8757,39.95,-74.18,"South Toms River, NJ",26967
8601,40.22,-74.76,"Trenton, NJ",
8602,40.22,-74.76,"Trenton, NJ",
8603,40.22,-74.76,"Trenton, NJ",
8604,40.22,-74.76,"Trenton, NJ",
8605,40.22,-74.76,"Trenton, NJ",
8606,40.22,-74.76,"Trenton, NJ",
8607,40.22,-74.76,"Trenton, NJ",610
8608,40.22,-74.76,"Trenton, NJ",522
8609,40.22,-74.76,"Trenton, NJ",8578
8609,40.22,-74.76,"Hamilton, NJ",8578
8610,40.22,-74.76,"Trenton, NJ",25618
8610,40.22,-74.76,"Hamilton, NJ",25618
8610,40.22,-74.76,"Hamilton Township, NJ",25618
8610,40.22,-74.76,"Hamilton Twp, NJ",25618
8611,40.22,-74.76,"Trenton, NJ",14996
8611,40.22,-74.76,"Hamilton, NJ",14996
8611,40.22,-74.76,"Hamilton Township, NJ",14996
8611,40.22,-74.76,"Hamilton Twp, NJ",14996
8618,40.22,-74.76,"Trenton, NJ",24531
8618,40.22,-74.76,"Ewing, NJ",24531
8618,40.22,-74.76,"Ewing Township, NJ",24531
8618,40.22,-74.76,"Ewing Twp, NJ",24531
8619,40.22,-74.76,"Trenton, NJ",19382
8619,40.22,-74.76,"Hamilton, NJ",19382
8619,40.22,-74.76,"Mercerville, NJ",19382
8619,40.22,-74.76,"Hamilton Township, NJ",19382
8619,40.22,-74.76,"Hamilton Twp, NJ",19382
8620,40.22,-74.76,"Trenton, NJ",10800
8620,40.22,-74.76,"Hamilton, NJ",10800
8620,40.22,-74.76,"Groveville, NJ",10800
8620,40.22,-74.76,"Hamilton Township, NJ",10800
8620,40.22,-74.76,"Hamilton Twp, NJ",10800
8625,40.22,-74.76,"Trenton, NJ",
8628,40.22,-74.76,"Trenton, NJ",7650
8628,40.22,-74.76,"Ewing, NJ",7650
8628,40.22,-74.76,"West Trenton, NJ",7650
8628,40.22,-74.76,"Ewing Township, NJ",7650
8628,40.22,-74.76,"Ewing Twp, NJ",7650
8629,40.22,-74.76,"Trenton, NJ",9859
8629,40.22,-74.76,"Hamilton, NJ",9859
8629,40.22,-74.76,"Hamilton Township, NJ",9859
8629,40.22,-74.76,"Hamilton Twp, NJ",9859
8638,40.22,-74.76,"Trenton, NJ",17200
8638,40.22,-74.76,"Ewing, NJ",17200
8638,40.22,-74.76,"Ewing Township, NJ",17200
8638,40.22,-74.76,"Ewing Twp, NJ",17200
8640,40.22,-74.76,"Fort Dix, NJ",1941
8640,40.22,-74.76,"Ft Dix, NJ",1941
8641,40.22,-74.76,"Trenton, NJ",2070
8641,40.22,-74.76,"Mc Guire Afb, NJ",2070
8641,40.22,-74.76,"Mc Guire Air Force Base, NJ",2070
8645,40.22,-74.76,"Trenton, NJ",
8645,40.22,-74.76,"N J State Income Tax, NJ",
8645,40.22,-74.76,"State Income Tax, NJ",
8646,40.22,-74.76,"Trenton, NJ",
8646,40.22,-74.76,"Division Of Revenue, NJ",
8646,40.22,-74.76,"State Of Nj Taxation Dept, NJ",
8647,40.22,-74.76,"Trenton, NJ",
8647,40.22,-74.76,"N J Income Tax, NJ",
8647,40.22,-74.76,"Nj Income Tax, NJ",
8648,40.22,-74.76,"Lawrence Township, NJ",25629
8648,40.22,-74.76,"Lawrence, NJ",25629
8648,40.22,-74.76,"Lawrence Twp, NJ",25629
8648,40.22,-74.76,"Lawrenceville, NJ",25629
8648,40.22,-74.76,"Trenton, NJ",25629
8650,40.22,-74.76,"Trenton, NJ",
8650,40.22,-74.76,"Hamilton, NJ",
8666,40.22,-74.76,"Trenton, NJ",
8666,40.22,-74.76,"State Of Nj Motor Vehicles, NJ",
8666,40.22,-74.76,"State Of Nj Mv, NJ",
8690,40.22,-74.76,"Trenton, NJ",18316
8690,40.22,-74.76,"Hamilton, NJ",18316
8690,40.22,-74.76,"Hamilton Sq, NJ",18316
8690,40.22,-74.76,"Hamilton Square, NJ",18316
8690,40.22,-74.76,"Hamilton Township, NJ",18316
8690,40.22,-74.76,"Hamilton Twp, NJ",18316
8691,40.22,-74.76,"Trenton, NJ",13091
8691,40.22,-74.76,"Hamilton, NJ",13091
8691,40.22,-74.76,"Robbinsville, NJ",13091
8691,40.22,-74.76,"Hamilton Township, NJ",13091
8691,40.22,-74.76,"Hamilton Twp, NJ",13091
8691,40.22,-74.76,"Uppr Free Twp, NJ",13091
8695,40.22,-74.76,"Trenton, NJ",
8695,40.22,-74.76,"Division Of Revenue, NJ",
8695,40.22,-74.76,"State Of Nj Taxation Dept, NJ",
8250,39.28,-74.78,"Tuckahoe, NJ",462
8087,39.59,-74.32,"Tuckerton, NJ",20609
8087,39.59,-74.32,"Little Egg Harbor, NJ",20609
8087,39.59,-74.32,"Little Egg Harbor Twp, NJ",20609
8087,39.59,-74.32,"Ltl Egg Hbr, NJ",20609
8087,39.59,-74.32,"Mystic Islands, NJ",20609
8087,39.59,-74.32,"Mystic Islnds, NJ",20609
8087,39.59,-74.32,"Leh, NJ",20609
8087,39.59,-74.32,"Parkertown, NJ",20609
8087,39.59,-74.32,"Tuckerton Boro, NJ",20609
8087,39.59,-74.32,"West Tuckerton, NJ",20609
8251,39.01,-74.93,"Villas, NJ",8038
8251,39.01,-74.93,"Del Haven, NJ",8038
8251,39.01,-74.93,"Miami Beach, NJ",8038
8088,39.8,-74.62,"Vincentown, NJ",22028
8088,39.8,-74.62,"Shamong, NJ",22028
8088,39.8,-74.62,"Southampton, NJ",22028
8088,39.8,-74.62,"Tabernacle, NJ",22028
8088,39.8,-74.62,"Indian Mills, NJ",22028
8088,39.8,-74.62,"Shamong Township, NJ",22028
8088,39.8,-74.62,"Southampton Twp, NJ",22028
8088,39.8,-74.62,"Tabernacle Twp, NJ",22028
8360,39.46,-74.99,"Vineland, NJ",35585
8360,39.46,-74.99,"East Vineland, NJ",35585
8360,39.46,-74.99,"South Vineland, NJ",35585
8361,39.46,-74.99,"Vineland, NJ",14832
8362,39.46,-74.99,"Vineland, NJ",1050
8758,39.78,-74.19,"Waretown, NJ",6336
8089,39.71,-74.81,"Waterford Works, NJ",3545
8089,39.71,-74.81,"Chesilhurst, NJ",3545
8089,39.71,-74.81,"Waterford Wks, NJ",3545
8089,39.71,-74.81,"Waterford, NJ",3545
8090,39.79,-75.14,"Wenonah, NJ",7368
8090,39.79,-75.14,"Oak Valley, NJ",7368
8091,39.8,-74.93,"West Berlin, NJ",4550
8091,39.8,-74.93,"Berlin Township, NJ",4550
8091,39.8,-74.93,"Berlin Twp, NJ",4550
8092,39.65,-74.28,"West Creek, NJ",3158
8092,39.65,-74.28,"Cedar Run, NJ",3158
8092,39.65,-74.28,"Eagleswood Township, NJ",3158
8092,39.65,-74.28,"Mayetta, NJ",3158
8092,39.65,-74.28,"Staffordville, NJ",3158
7764,40.29,-74.01,"West Long Branch, NJ",5838
7764,40.29,-74.01,"W Long Branch, NJ",5838
8093,39.86,-75.13,"Westville, NJ",7971
8093,39.86,-75.13,"West Deptford, NJ",7971
8093,39.86,-75.13,"Verga, NJ",7971
8093,39.86,-75.13,"Westville Grove, NJ",7971
8252,39.04,-74.86,"Whitesboro, NJ",
7765,40.35,-74.26,"Wickatunk, NJ",
8260,38.98,-74.82,"Wildwood, NJ",11807
8260,38.98,-74.82,"N Wildwood, NJ",11807
8260,38.98,-74.82,"North Wildwood, NJ",11807
8260,38.98,-74.82,"West Wildwood, NJ",11807
8260,38.98,-74.82,"Wildwood Crest, NJ",11807
8260,38.98,-74.82,"Wildwood Crst, NJ",11807
8260,38.98,-74.82,"Anglesea, NJ",11807
8260,38.98,-74.82,"Grassy Sound, NJ",11807
8260,38.98,-74.82,"Shaw Crest, NJ",11807
8260,38.98,-74.82,"Wildwood City, NJ",11807
8094,39.68,-74.98,"Williamstown, NJ",33155
8094,39.68,-74.98,"Cecil, NJ",33155
8094,39.68,-74.98,"Collings Lakes, NJ",33155
8046,40.02,-74.88,"Willingboro, NJ",27170
8561,40.21,-74.61,"Windsor, NJ",
8095,39.65,-74.86,"Winslow, NJ",
8270,39.22,-74.8,"Woodbine, NJ",6102
8270,39.22,-74.8,"Corbin City, NJ",6102
8270,39.22,-74.8,"Belleplain, NJ",6102
8270,39.22,-74.8,"Eldora, NJ",6102
8270,39.22,-74.8,"Petersburg, NJ",6102
8270,39.22,-74.8,"Steelmantown, NJ",6102
8096,39.83,-75.15,"Blackwood Ter, NJ",29504
8096,39.83,-75.15,"Blackwood Terrace, NJ",29504
8096,39.83,-75.15,"West Deptford, NJ",29504
8096,39.83,-75.15,"Woodbury, NJ",29504
8096,39.83,-75.15,"Almonesson, NJ",29504
8096,39.83,-75.15,"Deptford Township, NJ",29504
8096,39.83,-75.15,"Jericho, NJ",29504
8097,39.81,-75.15,"Woodbury Heights, NJ",2916
8097,39.81,-75.15,"Woodbury, NJ",2916
8097,39.81,-75.15,"Woodbury Hts, NJ",2916
8097,39.81,-75.15,"Woodbury Hgts, NJ",2916
8098,39.65,-75.32,"Woodstown, NJ",7744
8098,39.65,-75.32,"Pilesgrove, NJ",7744
8098,39.65,-75.32,"Pilesgrove Township, NJ",7744
8098,39.65,-75.32,"Pilesgrv Twp, NJ",7744
8098,39.65,-75.32,"Sharptown, NJ",7744
8562,40.02,-74.63,"Wrightstown, NJ",4380
8562,40.02,-74.63,"Jacobstown, NJ",4380
8562,40.02,-74.63,"North Hanover, NJ",4380
7182,40.73,-74.17,"Shared Firm Zip, NJ",
7182,40.73,-74.17,"Newark, NJ",
7194,40.73,-74.17,"Midlantic National Bank, NJ",
7194,40.73,-74.17,"Newark, NJ",
7309,40.71,-74.03,"General Lafayette, NJ",
7309,40.71,-74.03,"Jersey City, NJ",
7477,40.92,-74.27,"State Farm Insurance, NJ",
7477,40.92,-74.27,"Wayne, NJ",
7983,40.82,-74.41,"Corporate Mailings, NJ",
7983,40.82,-74.41,"Whippany, NJ",
8922,40.48,-74.45,"New Brunswick, NJ",
8922,40.48,-74.45,"Prudential Mutual Fund Servi, NJ",
8988,40.45,-74.48,"New Brunswick, NJ",
8988,40.45,-74.48,"Merrill Lynch, NJ",
